Unnamed: 0,景区名称,地区,景区等级,经度BD,纬度BD,经度BD_wgs84,纬度BD_wgs84
8487,逐羊景区,广西,3A,107.9340231,22.59508807,107.92883370000001,22.59375338
8488,凭祥市兰花谷景区,广西,3A,106.7506788,22.12371345,106.74559095000001,22.122284909999998
8489,凭祥市平岗岭地下长城景区,广西,3A,106.702475,22.20181294,106.69749285,22.200163295
8490,凭祥市浦寨文化旅游不夜城景区,广西,3A,106.6957074,22.00658071,106.69073455,22.004858645
8491,凭祥市世界珍稀林木生态园景区,广西,3A,106.8967288,22.11686753,106.8917213,22.115369440000002
8492,大新县小灵珑景区,广西,3A,106.7350113,22.85876132,106.72992500000001,22.85731962
8493,大新县黑水河景区,广西,3A,106.905057,22.81475193,106.9000517,22.813204300000002
8494,大新县凤凰岭,广西,3A,107.1224395,22.73112933,107.1171255,22.72958902
8495,扶绥县炎鑫景区,广西,3A,107.8408681,22.55785005,107.83564855,22.556477585
8496,龙州县胡志明展馆,广西,3A,106.860611,22.34557892,106.85555785,22.344252635
8497,宁明县狮子头森林公园,广西,3A,107.529997,22.02558695,107.52481295,22.023855045
8498,崇左市壮族博物馆,广西,3A,107.3731268,22.37823795,107.36778774999999,22.376638524999997
8499,龙州县业秀园景区,广西,3A,106.5879297,22.47139253,106.5830238,22.46987167
8500,龙州(水陇-甫茶)红军路景区,广西,3A,106.8641212,22.46988381,106.85906455,22.468574205
8501,龙州县独山景区,广西,3A,106.8804753,22.34786402,106.87543655,22.346518185
8502,凭祥市城市规划展览馆,广西,3A,106.7718797,22.10075561,106.76681415,22.099206459999998
8503,龙州县跑马洞景区,广西,3A,106.6992121,22.3773951,106.6942276,22.375751785
8504,天等县都康田园景区,广西,3A,107.0956317,23.11022985,107.09031665,23.108643015
8505,武宣百崖大峡谷景区,广西,3A,109.8963332,23.7035176,109.8909586,23.701927755
8506,忻城莫土司衙署景区,广西,4A,108.6826653,24.06598279,108.6774336,24.06452143
8507,金秀莲花山旅游景区,广西,4A,110.1188169,24.15872072,110.11319575,24.157160865
8508,来宾市象州古象旅游区,广西,2A,109.7622116,23.98174392,109.75671745,23.980223244999998
8509,象州县凉泉景区,广西,2A,109.6647353,24.00169709,109.65934204999999,24.000058275
8510,来宾市金海公园,广西,2A,109.2250992,23.71693105,109.21972389999999,23.715153219999998
8511,桂中第一支部,广西,4A,109.7001232,23.02839168,109.69473675,23.026672365
8512,来宾市金秀圣堂湖景区,广西,4A,110.0674858,24.02986598,110.06192874999999,24.028085185000002
8513,金秀县圣堂山景区,广西,4A,110.1181242,23.97454466,110.11252735,23.97295359
8514,金秀县山水瑶城景区,广西,4A,110.1834221,24.15105487,110.17790425,24.149304715
8515,忻城县薰衣草庄园景区,广西,3A,108.6547995,24.02942693,108.64958659999999,24.028006825
8516,忻城县盘鹤岭森林公园,广西,3A,108.840469,24.27833506,108.83525614999999,24.27665954
8517,金秀县青山瀑布景区,广西,3A,110.135957,24.00841403,110.13038515,24.006704810000002
8518,来宾市桂中水城盘古公园,广西,3A,109.2266125,23.75301874,109.22123515,23.751257385000002
8519,忻城县神秘湖景区,广西,3A,108.5198086,23.88626521,108.51459410000001,23.88466442
8520,合山市国家矿山公园,广西,2A,108.881929,23.80188323,108.87670925,23.800347475000002
8521,广西武宣县文庙景区,广西,4A,106.5764582,24.35075761,106.57153895,24.34915539
8522,来宾金秀银杉森林公园,广西,3A,110.254908,24.172995,110.24940935000001,24.171410415
8523,合山28号铁轨·十里花廊景区,广西,3A,108.92418,23.88828603,108.91894780000001,23.886823885
8524,兴宾区红河红景区,广西,3A,109.383127,23.75147399,109.3775751,23.749876835000002
8525,象州县象郡文化公园,广西,3A,109.6905048,23.96223714,109.6851101,23.960474655
8526,武宣县下莲塘景区,广西,3A,109.8752329,23.63078092,109.86982655,23.62932352
8527,合山市红河公园景区,广西,3A,108.881929,23.80188323,108.87670925,23.800347475000002
8528,合山市奇石文化公园,广西,3A,109.211151,23.76485393,109.2057781,23.76300513
8529,象州县罗秀镇纳禄景区,广西,3A,109.855024,24.07082599,109.84958565,24.069411865
8530,忻城马泗都宜忻革命根据地景区,广西,3A,108.7630991,24.21413924,108.75782205,24.212614735000002
8531,合山市百年老矿.第一口井历史文化景区,广西,3A,108.8948037,23.81568315,108.8895709,23.81424365
8532,忻城县红水河生态旅游区,广西,4A,108.8144682,23.82540534,108.8092188,23.82379035
8533,金秀县古沙沟景区,广西,4A,110.3646135,24.20791877,110.35901925,24.206352799999998
8534,南乡西溪森林温泉景区,广西,4A,111.9791765,24.36085483,111.9733533,24.35919119
8535,大桂山国家森林景区,广西,4A,109.4751362,23.17767596,109.46965305,23.17596437
8536,姑婆山旅游区,广西,4A,111.5668723,24.64190716,111.56102625,24.640514015
8537,十八水原生态景区,广西,4A,111.5591373,24.5826926,111.5532939,24.581346449999998
8538,玉石林景区,广西,4A,111.6223779,24.52936449,111.6165868,24.527786284999998
8539,富川神仙湖景区,广西,4A,111.3627016,24.89278265,111.3567859,24.89098859
8540,富川生态高值农业科技示范园景区,广西,4A,111.332551,24.88034504,111.32662735,24.878776465
8541,富川神剑石林景区,广西,4A,111.266412,24.80358902,111.26060525,24.801954764999998
8542,黄姚古镇景区,广西,4A,111.2132302,24.25394365,111.2074074,24.25236886
8543,南山茶海景区,广西,4A,110.8537093,24.14854403,110.84812535,24.147026565
8544,黄姚花海景区,广西,4A,111.166499,24.25714499,111.1606354,24.255583960000003
8545,桂江生态旅游景区,广西,4A,110.7997784,24.249346,110.7941671,24.247806095
8546,钟山百里水墨画廊景区,广西,3A,111.1617795,24.47205997,111.15592609999999,24.470489
8547,客家围屋景区,广西,3A,111.66509,24.43256986,111.65921560000001,24.431235975
8548,贺州市博物馆,广西,3A,111.097242,24.44178402,111.09139615,24.44012914
8549,贺州博学园景区,广西,3A,111.6040282,24.38705574,111.5982578,24.38541393
8550,平桂文化体育中心景区,广西,3A,111.488492,24.46792199,111.4826237,24.4661736
8551,紫云仙境景区,广西,3A,111.5358968,24.38097565,111.53001605,24.37959195
8552,富川瑞光公园景区,广西,3A,111.2790413,24.82246428,111.27320305,24.82093177
8553,富川秀水状元村景区,广西,3A,111.1565225,25.03366681,111.15065444999999,25.032035725
8554,贺州市华润循环经济工业旅游区,广西,3A,111.5038372,24.50871721,111.49795845,24.507054455000002
8555,富川古明城景区,广西,3A,111.27879,24.82916801,111.2729506,24.827632705
8556,富川罗丰景区,广西,3A,111.3609832,24.86270782,111.35506845,24.860920370000002
8557,黄姚诗画姚江景区,广西,3A,111.21794,24.25237499,111.2121287,24.25076234
8558,故乡茶博园景区,广西,3A,110.7704566,24.15569072,110.764877,24.153925049999998
8559,走马观画无边界景区,广西,3A,108.914304,22.62409206,108.9091008,22.62278177
8560,中共广西省工委历史博物馆,广西,3A,111.097242,24.44178402,111.09139615,24.44012914
8561,钟山状元峰景区,广西,5A,111.3218938,24.55310761,111.31599084999999,24.55163854
8562,百色起义纪念园,广西,4A,106.6462292,23.90772516,106.6412267,23.906244135
8563,靖西通灵大峡谷景区,广西,4A,106.6316499,23.02904366,106.62668389999999,23.02767255
8564,百色乐业大石围天坑群景区,广西,4A,106.466365,24.82082301,106.46129579999999,24.819158765
8565,古龙山大峡谷景区,广西,4A,106.6952038,23.0140406,106.69022799999999,23.01232151
8566,百色大王岭景区,广西,4A,106.4212061,23.7270266,106.4161243,23.72523389
8567,凌云茶山金字塔景区,广西,4A,106.594992,24.46945202,106.59004515000001,24.46799791
8568,百色市德保县吉星岩景区,广西,4A,106.6456083,23.25365283,106.64063995000001,23.252162055
8569,百色市德保红叶森林旅游景区,广西,4A,106.6565394,23.3845027,106.65157335,23.38289983
8570,百色市平果黎明通天河旅游景区,广西,4A,107.5352603,23.81117542,107.53003095,23.809413475
8571,百色市田州古城景区,广西,4A,106.9255563,23.7468006,106.9205513,23.74506711
8572,百色西林县宫保府景区,广西,4A,105.4562367,24.35040264,105.45131745,24.348795005
8573,百色靖西市鹅泉旅游景区,广西,4A,106.3962828,23.10400241,106.3911717,23.1024235
8574,凌云环浩坤湖山水生态体验区景区,广西,4A,106.6822864,24.20582286,106.67730195,24.204137205000002
8575,百色欢乐小镇景区,广西,4A,106.740618,23.78973599,106.7354939,23.788231305
8576,靖西市旧州景区,广西,4A,106.42299,23.06362101,106.41791090000001,23.061857385
8577,凌云县泗城州府景区,广西,4A,106.5817898,24.33378776,106.57686935,24.3322139
8578,田东县湿地公园景区,广西,4A,107.1152036,23.61460316,107.10987435,23.61298039
8579,靖西锦绣古镇景区,广西,4A,106.434671,23.130219,106.42962779999999,23.128373955
8580,靖西小城故事景区,广西,3A,106.4339445,23.12711746,106.42889965,23.125276105
8581,田东十里莲塘景区,广西,3A,107.0815373,23.61212308,107.07624655,23.61040251
8582,凌云县泗城文庙景区,广西,3A,106.5764582,24.35075761,106.57153895,24.34915539
8583,田东县右江工农民主政府旧址景区,广西,3A,107.1258901,23.6057282,107.12057325,23.60404866
8584,凌云县纳灵河谷景区,广西,3A,106.5724575,24.36318031,106.56753365,24.36156244
8585,乐业县罗妹莲花洞景区,广西,3A,106.5587597,24.77812707,106.5538105,24.776520995
8586,靖西龙潭湿地公园,广西,3A,106.4296642,23.14699424,106.42461134999999,23.14517145
8587,田阳敢壮山布洛陀遗址景区,广西,3A,107.019371,23.74206502,107.0141856,23.740358145
8588,靖西市渠洋湖景区,广西,3A,106.335042,23.32482303,106.33003605,23.32296569
8589,乐业布柳河仙人桥景区,广西,3A,106.7722263,24.6660986,106.7671048,24.664609795
8590,靖西市岜蒙福峒山生态旅游景区,广西,3A,106.37237,23.28849301,106.36727495,23.286871615000003
8591,乐业县红七红八军纪念馆景区,广西,3A,106.5601892,24.78000077,106.55524299999999,24.778391915
8592,乐业县龙云山故事小镇景区,广西,3A,106.475131,24.62543703,106.47004294999999,24.623852645
8593,乐业凤山世界地质公园景区,广西,3A,106.5598768,24.77949357,106.55492995,24.77788525
8594,凌云县水源洞景区,广西,3A,106.587651,24.36973303,106.5827103,24.368204204999998
8595,凌云县博物馆景区,广西,3A,106.5800543,24.35070008,106.5751325,24.34911729
8596,凌云县独秀峰景区,广西,3A,106.568417,24.35401499,106.56349695,24.35238687
8597,那坡县感驮岩景区,广西,4A,105.850231,23.41863301,105.84539699999999,23.416866745
8598,巴马盘阳河景区,广西,4A,107.1604045,24.20518181,107.15513999999999,24.20339017
8599,巴马水晶宫景区,广西,4A,107.0179507,24.30977267,107.01274345,24.308186215
8600,广西凤山国家地质公园景区,广西,4A,109.6665072,24.74992038,109.6610823,24.7483529
8601,河池市东兰红色旅游区,广西,4A,107.3714278,24.38951904,107.3660275,24.387932980000002
8602,河池市宜州刘三姐故里旅游区,广西,4A,108.719171,24.50867603,108.71393605,24.506994055
8603,天峨龙滩大峡谷,广西,4A,107.1703237,24.98662889,107.16503015,24.98487169
8604,宜州会仙山景区,广西,4A,108.67213,24.50701661,108.6668792,24.5056826
8605,南丹歌娅思谷景区,广西,4A,107.6326998,25.06855241,107.62749099999999,25.06696735
8606,大化七百弄国家地质公园景区,广西,4A,107.652703,24.07475304,107.64750855,24.0730651
8607,南丹丹泉洞天酒文化旅游景区,广西,4A,107.570622,25.00802703,107.56534175,25.006667489999998
8608,宜州拉浪生态休闲区,广西,4A,108.2878985,24.58390076,108.2826261,24.58244979
8609,宜州怀远古镇,广西,4A,108.4797713,24.57349159,108.47452659999999,24.57176554
8610,河池市珍珠岩风景区,广西,4A,107.9462443,24.71555398,107.94099705,24.7142613
8611,环江牛角寨瀑布群景区,广西,4A,108.3983033,25.07735959,108.39294435,25.075730030000003
8612,环江木伦喀斯特生态旅游景区,广西,4A,108.065134,25.15071003,108.0597223,25.14924086
8613,广西红水河都安三岛湾国际度假区,广西,4A,108.074995,23.80683705,108.06960910000001,23.805238015
8614,巴马洞天福地景区,广西,4A,107.103544,24.31975103,107.09819075,24.31826236
8615,广西罗城棉花天坑度假区,广西,4A,108.799038,24.79235198,108.7937301,24.790959094999998
8616,巴马长寿岛景区,广西,4A,107.341691,24.14799386,107.33630535,24.146504675
8617,大化奇美水城景区,广西,3A,108.5535921,24.83930876,108.54837245,24.837985185
8618,南丹温泉公园,广西,3A,107.6323897,24.91102231,107.62717965,24.909447975
8619,河池市天峨县龙滩水电站景区,广西,3A,107.0752858,25.02543049,107.06996475,25.023792120000003
8620,南丹白裤瑶生态博物馆,广西,3A,107.702563,25.121364,107.69720749999999,25.119991974999998
8621,金城江小三峡旅游景区,广西,3A,107.9171816,24.76092309,107.9119666,24.759484854999997
8622,南丹铜江公园景区,广西,3A,107.5559951,24.98666279,107.5507273,24.985178485
8623,金城江公园,广西,3A,108.0620742,24.69234747,108.05668685,24.69090192
8624,巴马仁寿源景区,广西,3A,107.33394,24.12593,107.3285799,24.124417049999998
8625,宜州市古龙河漂流,广西,3A,108.702703,24.62523805,108.69746004999999,24.623673125
8626,罗城成龙湖公园,广西,3A,108.8824448,24.78182236,108.87720445,24.780418525
8627,巴马西山景区,广西,3A,107.2012197,24.23800977,107.19593555,24.23645287
8628,宜州嘉联丝绸工业园,广西,3A,108.6191892,24.50651997,108.6140514,24.504939059999998
8629,巴马活泉水文化景区,广西,3A,108.401259,22.83271348,108.39594245,22.831080694999997
8630,都安密洛陀文化公园,广西,3A,108.1157385,23.94417007,108.1104155,23.942305685
8631,东兰壮乡英雄园,广西,3A,107.3796972,24.51466803,107.37430140000001,24.513020055
8632,东兰神仙生态旅游区,广西,3A,107.325292,24.30877599,107.31995145,24.307250494999998
8633,东兰民间铜鼓收藏馆,广西,3A,107.3968119,24.52301815,107.39143185,24.52124976
8634,东兰天宝山景区,广西,3A,107.3270311,24.30286261,107.32168265,24.30134666
8635,大化县滇桂黔边纵队桂西区指挥部旧址,广西,3A,107.760879,23.89409002,107.75561025,23.892290515
8636,凤山县革命烈士公园,广西,2A,107.3784858,24.51510974,107.37308870000001,24.51347262
8637,罗城县武阳江景区,广西,2A,109.036419,24.89211204,109.0309637,24.890663615
8638,罗城青明山庄园景区,广西,2A,108.9191587,24.99355606,108.9138828,24.99222229
8639,大化莲花山景区,广西,2A,107.651695,24.05033909,107.64649115,24.04864171
8640,罗城剑江景区,广西,2A,108.600199,24.82271451,108.59508155,24.821115435000003
8641,都安八仙乐园,广西,5A,108.142842,23.921937,108.13752260000001,23.92011021
8642,槟榔谷黎苗文化旅游区,海南,5A,109.6720695,18.40365835,109.66680775,18.401446395
8643,海南呀诺达雨林文化旅游区,海南,5A,109.6549367,18.45828273,109.64968744999999,18.456228735
8644,海南分界洲岛旅游区,海南,5A,110.1864899,18.59327573,110.1811324,18.591025199999997
8645,大小洞天旅游区,海南,5A,109.164689,18.306733,109.15937385,18.30461123
8646,南山文化旅游区,海南,5A,109.2153309,18.30514623,109.21008875,18.30282726
8647,蝶支洲岛旅游区,海南,4A,110.207135,18.58260305,110.2017705,18.58054077
8648,七仙岭温泉国家森林公园,海南,4A,109.7032079,18.70773648,109.69792245,18.705530385000003
8649,海南文笔峰盘古文化旅游区,海南,4A,110.3721164,19.55899333,110.36665504999999,19.556855155
8650,海口观澜湖旅游度假区,海南,4A,110.3286944,19.91560754,110.32325945,19.913688745
8651,海南热带野生动植物园,海南,4A,110.252645,19.77632799,110.2472803,19.77433219
8652,海口假日海滩旅游区,海南,4A,110.2445007,20.04219451,110.23910885000001,20.040366405
8653,"中国電琼海口火山群世界地
质公园",海南,4A,110.224554,19.93549298,110.2191387,19.933678815
8654,南湾猴岛生态旅游区,海南,4A,109.9871408,18.40827428,109.98180454999999,18.406322945
8655,博鳌亚洲论坛永久会址景区,海南,4A,110.576424,19.14965803,110.5710851,19.147743875
8656,亚大东海旅游区,海南,4A,109.5285974,18.22680202,109.52331755,18.22473117
8657,亚西岛海洋文化旅游区,海南,4A,109.37493,18.29800199,109.36953055000001,18.295896485
8658,天涯海角游览区,海南,4A,109.3596732,18.29869304,109.35430705,18.29649124
8659,"三亚亚龙湾热带天堂森林公
园",海南,4A,109.655777,18.25910674,109.65051679999999,18.257014425
8660,清水湾旅游区,海南,4A,109.8660897,18.40030487,109.8607988,18.398398515
8661,东山岭文化旅游区,海南,4A,110.4408842,18.8066993,110.43543525,18.80452771
8662,三亚水稻国家公园,海南,4A,109.69903,18.32447399,109.69376134999999,18.32221817
8663,兴隆热带植物园,海南,4A,110.203093,18.73994497,110.19771069999999,18.737847355
8664,鹿回头风景区,海南,4A,109.5078282,18.23136091,109.502501,18.229357765
8665,海南省博物馆,海南,4A,110.3854784,20.02177333,110.3800212,20.019679609999997
8666,中国(海南南海博物馆,海南,4A,110.610293,19.23551204,110.60495555,19.23351522
8667,长影环珠100奇幻乐园,海南,4A,110.201113,19.98767601,110.1957077,19.985742495
8668,"海南百花岭热带雨林文化旅
游区",海南,4A,109.835644,19.010108,109.83034155,19.008010665
8669,海南莲花山文化景区,海南,3A,109.1811419,19.79136679,109.1758327,19.789261465000003
8670,福山咖啡文化风情镇中心区,海南,3A,109.924987,19.87566003,109.91974845,19.87359411
8671,海南永庆文化旅游景区,海南,3A,110.1042387,19.98818991,110.09874285000001,19.986315079999997
8672,东坡书院,海南,3A,110.3666042,20.01412835,110.36113405,20.012200385
8673,海南儋州石花水洞地质公园,海南,3A,109.3035634,19.45053962,109.29825155,19.448343725
8674,海口白沙门公园,海南,3A ,110.3415456,20.0767776,110.336066,20.0749719
8675,海口骑楼建筑历史文化街区,海南,3A,110.3477416,20.04923529,110.3422632,20.04741911
8676,海口琼洲文化风情街,海南,3A ,110.4144901,19.98253295,110.40902679999999,19.980339305
8677,五公祠,海南,3A,110.3662811,20.01383149,110.36081075,20.011906064999998
8678,椰田古寨景区,海南,,109.8588976,18.4421916,109.85361879999999,18.440274345
8679,博鳌东方文化苑,海南,,110.564718,19.16558087,110.55939190000001,19.16358499
8680,海南白石岭旅游景区,海南,3A,110.402167,19.17958002,110.3967385,19.17718683
8681,海南博董水城旅游景区,海南,3A,110.605212,19.20443338,110.59988089999999,19.202477395000003
8682,三亚凤用岭海誓山盟景区,海南,3A ,109.5523673,18.26334747,109.54713054999999,18.261123195
8683,三亚兰花世界文化旅游区,海南,3A ,109.258783,18.32681603,109.2535044,18.324814455000002
8684,亚龙湾国际玫瑰谷心,海南,3A,109.622579,18.24599964,109.6173242,18.244082225
8685,亚龙湾海底世界,海南,3A ,109.663314,18.239072,109.65806715,18.236907395
8686,椰子大园,海南,3A,109.7531928,18.38737541,109.7478269,18.38538265
8687,"五指山热带雨林风景区(水
满区)",海南,A,109.688186,18.91368598,109.68291645,18.911428205
8688,文昌孔庙,海南,3A,110.7602369,19.62369527,110.75478915,19.6214567
8689,海南热带植物园,海南,3A,109.5103655,19.51803591,109.50500875,19.516099365
8690,春光椰子王国,海南,3A,110.945555,19.66779801,110.94006635,19.665974595
8691,海南桐鼓岭景区,海南,3A,111.028365,19.67443396,111.0227649,19.67226692
8692,万宁市巴厘村景区,海南,3A,110.2124,18.733937,110.20701650000001,18.73191354
8693,梦幻香山芳香文化园,海南,3A,110.05644,19.33173103,110.05103865,19.32938659
8694,桂林洋国家热带农业公园,海南,3A,110.5015437,20.01617806,110.4961451,20.014193310000003
8695,霸王岭国家森林公园,海南,3A,109.0899561,19.12751174,109.08464655,19.12512052
8696,宋氏祖居景区,海南,3A,110.8776177,19.74567875,110.87220845,19.74357002
8697,海南省民族博物馆,海南,2A,109.5293794,18.78704983,109.5240804,18.785016115
8698,万嘉果热带植物园,海南,2A,110.452651,19.45540502,110.4471651,19.45333868
8699,红色娘子军纪念园,海南,2A,110.4377341,19.21628459,110.43226385,19.214070545
8700,海南热带飞禽世界,海南,2A,110.3592269,19.68385635,110.35375545,19.681854870000002
8701,海瑞墓,海南,2A,110.302277,20.01234,110.2969091,20.010273995
8702,琼海多河文化谷旅游区,海南,2A ,110.4884124,19.24239638,110.48297685,19.240295905
8703,南天热带植物园,海南,2A ,109.2509926,18.31967964,109.24572,18.31763842
8704,圣哒哒胡畔公园旅游景区,海南,2A,109.252762,19.295558,109.2474667,19.293548415
8705,海东方沙滩公园旅游景区,海南,2A,110.267698,20.03108097,110.26234439999999,20.029060415
8706,毛公山旅游景区,海南,2A,109.3003883,18.5723225,109.29510775,18.570145125
8707,春晖椰子文化观光园,海南,2A,109.4446758,18.30585699,109.43932035,18.303458085
8708,白沙起义纪念园,海南,2A,109.6809808,19.03070488,109.6757136,19.028454975
8709,定安县衙博物馆,海南,5A,110.325494,19.70658399,110.32005860000001,19.704564159999997
8710,重庆大足石刻景区,重庆,5A,105.8013538,29.75454619,105.79626265,29.753016934999998
8711,重庆巫山小三峡—小小三峡,重庆,5A,109.894762,31.08632686,109.8891418,31.08456662
8712,重庆武隆喀斯特旅游区（天生三桥·仙女山·芙蓉洞）,重庆,5A,107.8117028,29.43936096,107.8062306,29.43787484
8713,重庆酉阳桃花源景区,重庆,5A,108.7589134,28.86431924,108.75349324999999,28.86291632
8714,重庆万盛黑山谷景区,重庆,5A,107.004774,28.89374503,106.99944260000001,28.89241966
8715,重庆南川金佛山景区,重庆,5A,107.134485,29.05536154,107.1290109,29.053805965000002
8716,重庆江津四面山景区,重庆,5A,106.3974594,28.62210062,106.3921936,28.62081252
8717,重庆云阳龙缸景区,重庆,4A,109.020634,30.68205574,109.01502115,30.680444289999997
8718,重庆丰都名山风景区,重庆,4A,107.7321666,29.89203432,107.72667659999999,29.890394155000003
8719,重庆奉节白帝城——瞿塘峡景区,重庆,4A,109.583808,31.047874,109.57824160000001,31.046010445
8720,重庆聂荣臻元帅陈列馆,重庆,4A,106.267184,29.280909,106.2620177,29.279500725
8721,重庆忠县石宝寨,重庆,4A,108.198164,30.42589592,108.192654,30.42430078
8722,重庆人民大礼堂及人民广场,重庆,4A,106.5588523,29.56829321,106.55377734999999,29.56656923
8723,重庆歌乐山森林公园,重庆,4A,106.434339,29.57388102,106.42911235,29.57202151
8724,重庆缙云山国家级自然保护区,重庆,4A,106.388354,29.839486,106.38305595,29.837887965
8725,重庆北泉风景区,重庆,4A,106.4224636,29.8636484,106.4172169,29.861840100000002
8726,重庆歌乐山烈士陵园,重庆,4A,106.448772,29.57848404,106.4435648,29.576604615
8727,重庆南山植物园,重庆,4A,106.635764,29.56120898,106.63060089999999,29.559786889999998
8728,重庆野生动物世界,重庆,4A,105.9149254,29.29680666,105.90989755000001,29.29547094
8729,重庆红岩革命纪念馆,重庆,4A,106.505677,29.559634,106.50044740000001,29.55814705
8730,重庆丰都雪玉洞景区,重庆,4A,107.804914,29.78895302,107.79943610000001,29.787362115
8731,重庆云阳张飞庙,重庆,4A,108.7118924,30.91670819,108.70647775,30.914801555
8732,重庆黔江小南海旅游景区,重庆,4A,108.747208,29.652062,108.74178925000001,29.650313670000003
8733,重庆市规划展览馆,重庆,4A,106.5944295,29.57299033,106.58933535,29.57141739
8734,重庆湖广会馆,重庆,4A,106.59334,29.563911,106.58824584999999,29.562329615000003
8735,重庆磁器口古镇,重庆,4A,106.456217,29.587679,106.4510153,29.58582542
8736,重庆统景温泉风景区,重庆,4A,106.840852,29.86508327,106.83562305000001,29.863500575
8737,重庆中国三峡博物馆,重庆,4A,106.5568829,29.56834708,106.55180419999999,29.56662833
8738,重庆洪崖洞民俗风貌区,重庆,4A,106.5847657,29.56819928,106.57968980000001,29.566548750000003
8739,重庆金源方特科幻公园,重庆,4A,106.5326653,29.56439954,106.52751055,29.562823745
8740,重庆海兰云天温泉度假区,重庆,4A,106.288624,29.50556504,106.28347074999999,29.503991544999998
8741,重庆动物园,重庆,4A,106.5124796,29.50941392,106.5072807,29.507944185
8742,重庆贝迪颐园温泉度假区,重庆,4A,106.3706855,29.45543414,106.3654171,29.453843
8743,重庆科技馆,重庆,4A,106.584431,29.578407,106.57935935,29.5767534
8744,重庆观音桥商圈都市旅游区,重庆,4A,106.53888,29.57817103,106.5337521,29.57655079
8745,重庆华岩旅游区,重庆,4A,106.4508587,29.49561435,106.4456681,29.493759715
8746,重庆龚滩古镇,重庆,4A,108.3582985,28.92586438,108.35288385000001,28.924203589999998
8747,重庆加勒比海水世界景区,重庆,4A,106.6205357,29.56150948,106.6153824,29.560105335000003
8748,重庆石柱大风堡景区,重庆,4A,108.388877,30.19572511,108.38338015,30.193887295000003
8749,重庆潼南杨闇公故里景区,重庆,4A,105.754417,30.2218479,105.74934075,30.2201643
8750,重庆上邦温泉旅游区,重庆,4A,106.302182,29.49892701,106.2970485,29.497235500000002
8751,重庆万州大瀑布群旅游区,重庆,4A,108.2595664,30.65962216,108.25415815,30.657757745
8752,重庆綦江古剑山风景区,重庆,4A,106.613843,28.96243399,106.60871915,28.961201905000003
8753,重庆长寿湖旅游区,重庆,4A,107.2471131,29.92150132,107.24164870000001,29.919895535000002
8754,重庆开县刘伯承同志纪念馆,重庆,4A,108.420469,31.19547884,108.41487190000001,31.193660565000002
8755,重庆巫溪红池坝森林旅游景区,重庆,4A,109.0899202,31.54958436,109.0842622,31.54739386
8756,重庆酉阳龙潭古镇景区,重庆,4A,108.974729,28.76054806,108.96935635,28.75905938
8757,重庆白鹤梁水下博物馆景区,重庆,4A,107.3988293,29.71847286,107.3933102,29.716564665
8758,重庆中国民主党派历史陈列馆景区,重庆,4A,106.552454,29.56722372,106.54736489999999,29.56552188
8759,重庆永川茶山竹海旅游景区,重庆,4A,105.957054,29.43631803,105.9520625,29.434630544999997
8760,重庆彭水阿依河景区,重庆,4A,108.1269889,29.15701903,108.12153155,29.155236475000002
8761,重庆合川钓鱼城景区,重庆,4A,106.319068,30.01012929,106.31391755,30.008276385
8762,重庆铁山坪森林公园,重庆,4A,106.6891888,29.61250105,106.684057,29.610729669999998
8763,重庆北碚金刀峡景区,重庆,4A,106.6247412,30.02828469,106.6195688,30.026855505
8764,重庆长寿菩提古镇文化旅游区,重庆,4A,107.0727677,29.86371238,107.06731719999999,29.861926345
8765,重庆云阳三峡梯城景区,重庆,4A,108.7137218,30.93841818,108.7083118,30.9364949
8766,重庆园博园,重庆,4A,106.5590963,29.68663254,106.55401795,29.684891225
8767,重庆璧山观音塘湿地公园,重庆,4A,106.231098,29.560358,106.22596655000001,29.558664255
8768,重庆奉节天坑地缝景区,重庆,4A,109.4892482,30.74528811,109.48350060000001,30.743594775
8769,重庆巫山神女景区（神女峰·神女溪）,重庆,4A,109.968616,31.05278587,109.96294105,31.05108302
8770,重庆铜梁安居古城,重庆,4A,106.0353891,29.99427713,106.03018535000001,29.99270884
8771,重庆潼南大佛寺,重庆,4A,105.8163294,30.192579,105.8112665,30.190942614999997
8772,重庆涪陵武陵山大裂谷景区,重庆,4A,107.5857887,29.49573106,107.58038264999999,29.49434655
8773,重庆黔江濯水古镇,重庆,4A,108.7797489,29.30508885,108.77427180000001,29.303652515
8774,重庆开县汉丰湖,重庆,4A,108.4082808,31.17366875,108.4027047,31.17179519
8775,重庆荣昌万灵古镇,重庆,4A,105.6547646,29.49545104,105.64976985,29.4940283
8776,重庆天地旅游区,重庆,4A,106.5159438,29.55874955,106.51073465,29.557259180000003
8777,重庆周君记火锅食品工业旅游体验园,重庆,4A,106.4576639,29.49111732,106.4524732,29.4892926
8778,重庆东温泉风景区,重庆,4A,106.8716831,29.46688446,106.8664441,29.465492429999998
8779,重庆合川涞滩古镇,重庆,4A,106.5010292,30.17996787,106.4957811,30.178438165
8780,重庆黔江蒲花暗河景区,重庆,4A,108.778921,29.299972,108.77344625,29.29853488
8781,重庆涪陵武陵山国家森林公园,重庆,4A,107.599462,29.54743398,107.59404945,29.546001760000003
8782,重庆涪陵大木花谷·林下花园景区,重庆,4A,107.6749393,29.63121129,107.66953005,29.629588395
8783,重庆铜梁黄桷门奇彩梦园,重庆,4A,106.0530517,29.80108195,106.04784459999999,29.799378055
